author,korean_name,matched_user,similarity,affiliations
Keun-Bae Lee,이근배,이근배,1.0,"['Department of Orthopedic Surgery, Chonnam National University Medical School and Hospital, Gwangju 61469, Korea', 'Department of Orthopedic Surgery, Chonnam National University Medical School and Hospital, Gwangju, Republic of Korea', 'Department of Orthopedic Surgery, Chonnam National University Medical School and Hospital, Gwangju, Republic of Korea']"
Ki Hong Lee,이기홍,이기홍,1.0,"['Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, South Korea']"
Ki Seong Park,박기성,박기성,1.0,"['Department of Nuclear Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Department of Nuclear Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Nuclear Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea']"
Ki-Ho Chung,정기호,정기호,1.0,"['Department of Preventive and Public Health Dentistry, Chonnam National University School of Dentistry, Gwangju 61186, Korea', 'Dental Science Research Institute, Chonnam National University, Gwangju 61186, Korea', 'Department of Preventive and Public Health Dentistry, Chonnam National University School of Dentistry, Gwangju, Korea']"
Ki-Hyun Cho,조기현,조기현,1.0,"['Department of Neurology, Chonnam National University School of Medicine, Gwangju-Jeonnam Regional Cerebrovascular Center, Chonnam National University Hospital, 42 Jebongro, Dong-gu, Gwangju 61469, Korea', 'Department of Neurology, Seoul National University Hospital, Seoul, Korea']"
Ki-Hyun Kim,김기현,김기현,1.0,"['Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Ki-Jeong Park,박기정,박기정,1.0,"['Department of Internal Medicine, Chonnam National University Medical School and Hospital, Gwangju, South Korea', 'Department of Rheumatology, Chonnam National University Medical School and Hospital, Gwangju, Republic of Korea']"
Kook J. Na,나국제,나국주,0.6666666666666666,"['Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital, Chonnam National University School of Medicine, Gwangju, Korea']"
Kook Joo Na,나국주,나국주,1.0,"['Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hwasun Hospital, Chonnam National University School of Medicine, Hwasun, South Korea', 'Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hwasun Hospital, Chonnam National University School of Medicine, Hwasun, Korea', 'Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital, Chonnam National University School of Medicine, 42, Jebong-ro, Dong-gu, Gwangju 15772, South Korea']"
Kwang Il Nam,남광일,남광일,1.0,"['Department of Anatomy, Chonnam National University Medical School, Hwasun, South Korea']"
Kwang Seog Kim,김광석,김광석,1.0,"['Department of Plastic and Reconstructive Surgery, Chonnam National University Medical School, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Plastic and Reconstructive Surgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Plastic and Reconstructive Surgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Plastic and Reconstructive Surgery, Chonnam National University Medical School, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Plastic and Reconstructive Surgery, Chonnam National University Medical School, Gwangju 61469, South Korea']"
Kwang-Bum Joe,조광범,조성범,0.6666666666666666,"['School of Dentistry, Chonnam National University, Gwangju 61186, Korea']"
Kwangil Nam,남광일,남광일,1.0,"['Department of Anatomy, Chonnam National University Medical School, Hwasun, South Korea']"
Kwangsung Park,박광성,박광성,1.0,"['Department of Urology, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Urology, Chonnam National University Medical School, Sexual Medicine Research Center, Chonnam National University, Gwangju, Republic of Korea', 'Department of Urology, Chonnam National University Medical School, Gwangju']"
Kwi-Dug Yun,윤귀덕,윤귀덕,1.0,"['Department of Prosthodontics, School of Dentistry, Chonnam National University, Gwangju 61186, Republic of Korea', 'Professor, Department of Prosthodontics, School of Dentistry, Dental Science Research Institute, Chonnam National University, Gwangju, Korea', 'Department of Orthodontics, School of Dentistry, Chonnam National University']"
Kye Hun Kim,김계훈,김계훈,1.0,"['Department of Cardiology, Chonnam National University School/Hospital, Gwangju, Korea', 'Department of Cardiovascular Medicine, Chonnam National University Medical School/Hospital, Gwangju, Korea', 'The Heart Center of Chonnam National University Hospital, Gwangju', 'The Heart Research Center Designated by Korea Ministry of Health and Welfare, Gwangju, Korea']"
Kyeong Suk Park,박경숙,박경숙,1.0,"['Department of Otolaryngology-Head and Neck Surgery, Chonnam National University Medical School & Hwasun Hospital, Hwasun, South Korea', 'Department of Otolaryngology-Head and Neck Surgery, Chonnam National University Hwasun Hospital, Hwasun, South Korea']"
Kyo S. Lee,이교에스,,0.0,"['Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital, Chonnam National University School of Medicine, Gwangju, Korea']"
Kyo Seon Lee,이교선,이교선,1.0,"['Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital and Medical School, 160 Baekseo-ro, Dong-gu, Gwangju 61469, Republic of Korea (South Korea)', 'Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital, Chonnam National University School of Medicine, 42, Jebong-ro, Dong-gu, Gwangju 15772, South Korea', 'Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital, Chonnam National University Medical School, 42 Jebong-Ro, Dong-gu, Gwangju 61469, Republic of Korea']"
Kyo Sun Lee,이교선,이교선,1.0,"['Department of Thoracic Cardiovascular Surgery, Chonnam National University Hospital, Gwangju, Korea']"
Kyoung-Jun Jang,장경준,장준호,0.6666666666666666,"['Department of Prosthodontics, School of Dentistry, Chonnam National University, Gwangju 61186, Korea', 'Department of Prosthodontics, School of Dentistry, Chonnam National University, Gwangju 61186, Republic of Korea']"
Kyung Chul Yoon,윤경철,윤경철,1.0,"['Department of Ophthalmology, Chonnam National University Medical School and Hospital, 42 Jebong-ro, Dong-gu, Gwangju 61469, Republic of Korea', 'Department of Ophthalmology, Chonnam National University Medical School and Hospital, Gwangju, Republic of Korea', 'Department of Ophthalmology, Chonnam National University Medical School and Hospital, Gwangju 61469, Korea', 'Department of Biomedical Sciences and Centers for Creative Biomedical Scientists at Chonnam National University, Gwangju 61469, Korea']"
Kyung Hoon Cho,조경훈,조경훈,1.0,"['Department of Cardiology, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'NO AFFILIATION LIST', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Regional Cardiocerebrovascular Center, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Republic of South Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'NO AFFILIATION LIST', 'NO AFFILIATION LIST', 'Department of Cardiology, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Cardiology, Chonnam National University School of Medicine, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Cardiology, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea']"
Kyung Hye Park,박경혜,박경혜,1.0,"[""Chonnam National University Bitgoel Hospital, The Doctor's Course of Nursing, College of Medicine, Chosun University, Gwangju, South Korea""]"
Kyung Jin Oh,오경진,오경진,1.0,"['Department of Urology, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Kyung Seok Park,박경석,박경석,1.0,"['Department of Neurology, Kyung Hee University Hospital, Kyung Hee University School of Medicine', 'Chonnam National University Medical School & Hwasun Hospital, Department of Otolaryngology-Head and Neck Surgery, Hwasun, South Korea']"
Kyung Wook Kang,강경욱,강경욱,1.0,"['Department of Neurology, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Departments of Neurology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Neurology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Neurology, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju 61469, Republic of Korea', 'Department of Neurology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Neurology, Chonnam National University Medical School, Gwangju, Korea', 'Department of Neurology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Neurology, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Neurology, Chonnam National University Medical School, Chonnam National University Hospital, Gwangju, Korea', 'Department of Neurology, Chonnam National University Hospital, Chonnam National University School of Medicine, Gwangju, South Korea', 'Department of Neurology, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Neurology, Chonnam National University Medical School & Hospital, Gwangju, South Korea', 'Department of Neurology, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Neurology, Chonnam National University Hospital, Gwangju, South Korea']"
Kyung Woon Jeung,정경운,정경운,1.0,"['Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, 160 Baekseo-ro, Dong-gu, Gwangju 61469, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'NO AFFILIATION LIST', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, Gwangju, Korea', 'Department of Emergency, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, 42 Jebong-ro, Dong-gu, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, 160 Baekseo-ro, Dong-gu, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University, Chonnam National University Hospital, Gwangju, Republic of Korea']"
Kyung-Hwa Lee,이경화,이경화,1.0,"['Department of Pathology, BioMedical Sciences Graduate Program (BMSGP), Chonnam National University Hwasun Hospital and Medical School, Hwasun, Korea', 'Chonnam National University Hospital Brain Bank, Gwangju, Korea', 'Chonnam National University Hospital Brain Bank, Gwangju, Korea', 'Department of Pathology, BioMedical Sciences Graduate Program (BMSGP), Chonnam National University Hwasun Hospital and Medical School, Hwasun, Korea', 'Department of Pathology, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Korea', 'Department of Pathology, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Jeollanam-do, South Korea', 'Department of Pathology, Chonnam National University Medical School, Hwasun, Korea', 'Departments of Pathology, Chonnam National University Research Institute of Medical Science, Chonnam National University Hwasun Hospital and Medical School, Hwasun 58128, Jeollanam-do, Korea', 'Department of Pathology, Chonnam National University Medical School, Chonnam National University Hwasun Hospital, Gwangju, Republic of Korea', 'Department of Pathology, Chonnam National University Medical School, Chonnam National University Hwasun Hospital, Chonnam, Republic of Korea']"
Kyung-Hwa Park,박경화,박경화,1.0,"['Department of Infectious Diseases, Chonnam National University Medical School, Gwangju, Korea', 'Department of Infectious diseases, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Infectious Diseases, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Infectious Diseases, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Infectious Diseases, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Infectious Diseases, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Infectious Diseases, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Infectious Diseases, Chonnam National University Medical School, Gwangju, Korea', 'Department of Infectious Diseases, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Infectious Diseases, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Kyung-Jin Oh,오경진,오경진,1.0,"['Department of Urology, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea']"
Kyung-Min Lee,이경민,이경민,1.0,"['Department of Orthodontics, School of Dentistry, Dental 4D Research Institute, Dental Science Research Institute, Chonnam National University, Gwangju, Korea']"
Kyung-Sub Moon,문경섭,문경섭,1.0,"['Department of Neurosurgery, Chonnam National University Hwasun Hospital and Medical School, 322 Seoyang-ro, Hwasun-eup, Jeollanam-do 58128 Hwasun-gun, South Korea', 'Department of Neurosurgery, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Jeollanam-do, South Korea', 'Department of Neurosurgery, Chonnam National University Medical School, Hwasun, Korea', 'Departments of Neurosurgery, Chonnam National University Research Institute of Medical Science, Chonnam National University Hwasun Hospital and Medical School, Hwasun 58128, Jeollanam-do, Korea', 'Brain Tumor Research Laboratory, Chonnam National University Hwasun Hospital, Hwasun, South Korea', 'Department of Neurosurgery, Chonnam National University Medical School, and Hwasun Hospital, Hwasun, South Korea']"
Kyungmin Clara Lee,이경민클라라,,0.0,"['Department of Orthodontics, School of Dentistry, Chonnam National University, 33 Yongbong-ro, Buk-gu, Gwangju 61186, Korea', 'Department of Orthodontics, School of Dentistry, Chonnam National University', 'Department of Orthodontics, School of Dentistry, Chonnam National University, Gwangju, South Korea', 'Department of Orthodontics, School of Dentistry, Chonnam National University, Gwangju, Korea']"
Man-Seok Park,박만석,박만석,1.0,"['Department of Neurology, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Neurology, Chonnam National University School of Medicine, Gwangju-Jeonnam Regional Cerebrovascular Center, Chonnam National University Hospital, 42 Jebongro, Dong-gu, Gwangju 61469, Korea', 'Department of Neurology, Gwangju-Jeonnam Regional Cerebrovascular Center, Chonnam National University Medical School, Chonnam National University Hospital, 42 Jebongro, Dong-gu, Gwangju 61469, Korea', 'NO AFFILIATION LIST', 'Department of Neurology, Seoul National University Hospital, Seoul, Korea', 'Department of Neurology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Neurology, Chonnam National University Medical School, Gwangju, South Korea', 'NO AFFILIATION LIST', 'Department of Neurology, Chonnam National University Medical School & Hospital, Gwangju, South Korea']"
Mee S. Yoon,윤미에스,,0.0,"['Department of Radiation Oncology, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Mee Sun Yoon,윤미선,윤미선,1.0,"['Department of Radiation Oncology, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Gwangju, South Korea', 'Department Radiation Oncology, Chonnam National University Medical School, Gwangju 61469, Korea', 'Department of Neurosurgery, Chonnam National University Hwasun Hospital & School of Medicine, 322 Seoyang-ro, Hwasun 58128, Republic of Korea']"
Mi Nam Lee,이미남,이영미,0.6666666666666666,"['Department of Pharmacology and Dental Therapeutics, School of Dentistry, Chonnam National University, Gwangju 61186, Republic of Korea', 'Hard-tissue Biointerface Research Center, School of Dentistry, Chonnam National University, Gwangju 61186, Republic of Korea']"
Mi Ra Kim,김미라,김경미,0.6666666666666666,"['Biomedical Research Institute, Chonnam National University Hospital, Gwangju 61469, Korea']"
Mi Ran Jung,정미란,정미란,1.0,"['Divsion of Gastroenterologic Surgery, Chonnam National University Hwasun Hospital, Hwasun', 'Department of Surgery, Chonnam National University Medical School, Gwangju, Korea', 'Department of Surgery, Chonnam National University Medical School, Gwangju, Korea']"
Mi Sun Sung,성미선,성미선,1.0,"['Department of Ophthalmology, Chonnam National University Medical School and Hospital, 42 Jebong-ro, Dong-gu, Gwangju 61469, South Korea', 'Department of Ophthalmology and Research Institute of Medical Sciences, Chonnam National University Medical School and Hospital, Gwangju, South Korea']"
Mi-Ran Kang,강미란,강미란,1.0,"['Gwangju/Jeonnam Cancer Registry, Chonnam National University Hwasun Hospital, Hwasun, Korea', 'Gwangju-Jeonnam Regional Cancer Center, Chonnam National University Hwasun Hospital, Hwasun, Korea']"
Mihee Kim,김미희,김미희,1.0,"['Department of Hematology-Oncology, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Korea', 'Department of Hematology-Oncology, Chonnam National University Hwasun Hospital and Chonnam National University Medical School, South Korea']"
Min Chul Kim,김민철,김민철,1.0,"['Department of Cardiology, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Cardiovascular Center, Chonnam National University Hospital, Chonnam National University, Gwangju, Republic of Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju', 'Department of Cardiology, Chonnam National University Medical School, Hwasun, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Hwasun, South Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hwasun Hospital, Hwasun, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, South Korea', 'NO AFFILIATION LIST', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Regional Cardiocerebrovascular Center, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Republic of South Korea', 'Department of Cardiology, Chonnam National University Medical School, Hwasun, Republic of Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Hwasun, South Korea', 'NO AFFILIATION LIST', 'NO AFFILIATION LIST', 'NO AFFILIATION LIST', 'Department of Cardiology, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Cardiology, Chonnam National University Medical School, Hwasun 58128, Korea', 'Department of Cardiology, Chonnam National University School of Medicine, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Cardiology, Chonnam National University School of Medicine, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Cardiology, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, Korea', 'Cardiovascular Center, Chonnam National University Hospital, Chonnam National University, Gwangju, Republic of Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Medical School']"
Min Ho Park,박민호,박민호,1.0,"['Department of Surgery, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Korea', 'Department of Surgery, Chonnam National University Medical School, Hwasun 58128, Republic of Korea', 'Department of Surgery, Chonnam National University Medical School and Hwasun Hospital, Hwasun 58128, Korea', 'Department of Surgery, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun-gun, Republic of Korea', 'Department of Surgery, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Hwasun Hospital, 322 Seoyang-ro, Hwasun-gun, Jeonnam 58128, Republic of Korea', 'Department of Medicine, Chonnam National University, Gwangju, South Korea', 'Department of Surgery, Chonnam National University Hwasun Hospital, Hwasun, South Korea', 'Chonnam National University Medical School and Chonnam National University Hwasun Hospital, Gwangju, Korea', 'Department of Surgery, Chonnam National University Medical School and Chonnam National University Hwasun Hospital, Hwasun, Korea', 'Department of Surgery, Chonnam National University Medical School, 322 Seoyang-ro Hwasun-eup, Hwasun-gun, Jeonnam 58128, Korea', 'NO AFFILIATION LIST', 'NO AFFILIATION LIST']"
Min Ji Choi,최민지,최지혜,0.6666666666666666,"['Chonnam National University Medical School, Hwasun, South Korea', 'Department of Laboratory Medicine, Chonnam National University Medical School, Gwangju 61469, Korea']"
Min Kyung Song,송민경,송지민,0.6666666666666666,"['Department of Neurology, Chonnam National University Medical School and Hospital, Gwangju, South Korea']"
Min Soo Kim,김민수,김민희,0.6666666666666666,"['Department of Mathematics and Statistics, Chonnam National University, 77 Yongbongro, Buk-gu, Gwangju 61186, Korea']"
Min Young Chung,정민영,정민영,1.0,"['Division of Endocrinology and Metabolism, Department of Internal Medicine, Chonnam National University Medical School, 8 Hak-Dong, Dong-Gu, Gwangju 501-757, Republic of Korea']"
Min-Chul Kim,김민철,김민철,1.0,"['Department of Cardiology, Chonnam National University Medical School, Gwangju, Korea']"
Min-Gyeong Kim,김민경,김민경,1.0,"['Gwangju/Jeonnam Cancer Registry, Chonnam National University Hwasun Hospital, Hwasun, Korea', 'Gwangju-Jeonnam Regional Cancer Center, Chonnam National University Hwasun Hospital, Hwasun, Korea']"
Min-Hee Oh,오민희,오민희,1.0,"['Department of Orthodontics, School of Dentistry, Dental 4D Research Institute, Dental Science Research Institute, Chonnam National University, Gwangju, Korea', 'Assistant Professor, Department of Orthodontics, School of Dentistry, Chonnam National University, Gwangju, Republic of Korea', 'Assistant Professor, Department of Orthodontics, School of Dentistry, Dental 4D Research Institute, Dental Science Research Institute, Chonnam National University, Gwangju, Korea']"
Min-Ho Shin,신민호,신민호,1.0,"['Department of Preventive Medicine, Chonnam National University Medical School, Hwasun, Korea', 'Department of Preventive Medicine, Chonnam National University Medical School, Hwasun, South Korea', 'Department of Preventive Medicine, Chonnam National University Medical School, Hwasun, Korea', 'Department of Preventive Medicine, Chonnam National University Medical School, 264 Seoyang-ro, Jeollanam-do 58128, Republic of Korea', 'Department of Preventive Medicine, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Preventive Medicine, Chonnam National University Medical School, Gwangju 59626, Korea', 'Department of Preventive Medicine, Chonnam National University Medical School, Hwasun, Jeollanam-do, Republic of Korea', 'Department of Preventive Medicine, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Preventive Medicine, Chonnam National University Medical School, 264, Seoyang-ro, Hwasun 58128, Republic of Korea', 'NO AFFILIATION LIST']"
Min-Keun Song,송민근,송민근,1.0,"['Department of Physical & Rehabilitation Medicine, Chonnam National University Medical School & Hospital, 61469 Gwangju, Republic of Korea', 'Department of Physical & Rehabilitation Medicine, Chonnam National University Hospital, 42 Jebong-ro, Dong-gu, Gwangju 61479, Korea', 'Department of Physical & Rehabilitation Medicine, Chonnam National University Medical School, 160, Baekseo-Ro, Dong-Gu, Gwangju 61469, Korea', 'Department of Physical and Rehabilitation Medicine, Chonnam National University Medical School, Kwangju 61186, Korea', 'NO AFFILIATION LIST', 'NO AFFILIATION LIST']"
Min-Kyung Ji,지민경,지소연,0.3333333333333333,"['Dental 4D Research Center, Chonnam National University, 33 Yongbong-ro, Buk-gu, Gwangju 61186, Korea']"
Min-Kyung Song,송민경,송지민,0.6666666666666666,"['Department of Neurology, Chonnam National University Hospital, Gwangju 61469, Korea']"
Min-Seok Kim,김민석,김민석,1.0,"['Professor, Department of Oral Anatomy, School of Dentistry, Chonnam National University, Gwangju, Republic of Korea', 'Dental Science Research Institute, School of Dentistry, Chonnam National University, Gwangju, South Korea']"
Min-Suk Kook,국민석,국민석,1.0,"['Department of Oral and Maxillofacial Surgery, School of Dentistry, Dental Science Research Institute, Chonnam National University, Gwangju, Republic of Korea', 'Chonnam National University Dental Hospital, Gwangju, Republic of Korea', 'Department of Maxillofacial Surgery, School of Dentistry, Chonnam National University, Gwangju 61186, Korea', 'Professor, Department of Oral and Maxillofacial Surgery, School of Dentistry, Dental 4D Research Institute, Dental Science Research Institute, Chonnam National University, Gwangju, Korea', 'Department of Oral and Maxillofacial Surgery, School of Dentistry, Chonnam National University, Gwangju 61186, Korea', 'Department of Maxillofacial Oral Surgery, School of Dentistry, Chonnam National University, Gwangju 61186, Korea']"
Min-Woo Chung,정민우,정민아,0.6666666666666666,"['Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Min-gu Kang,강민구,강민구,1.0,"['Department of Internal Medicine, Chonnam National University Bitgoeul Hospital, Gwangju, Korea', 'NO AFFILIATION LIST']"
Minah Kim,김민아,김진아,0.6666666666666666,"['Department of Internal Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Korea']"
Minchul Kim,김민철,김민철,1.0,"['Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea']"
Minjae Hong,홍민재,홍민재,1.0,"['Department of Anesthesiology and Pain Medicine, Chonnam National University Medical School, Chonnam National University Hospital, Gwangju 61469, South Korea']"
Minsoo Kim,김민수,김민희,0.6666666666666666,"['Department of Statistics, College of Natural Sciences, Chonnam National University, Gwangju, Korea']"
Minsu Lee,이민수,이지수,0.6666666666666666,"['Department of Orthopedic Surgery, Chonnam National University Medical School and Hospital, Dong-gu, Gwangju, Republic of Korea']"
Mira Kim,김미라,김경미,0.6666666666666666,"['Department of Pharmacology, Chonnam National University Medical School, Hwasun 58128, Korea']"
Moon Kyoung Cho,조문경,조문경,1.0,"['Department of Obstetrics and Gynecology, Chonnam National University Medical School, 61186 Gwangju, Republic of Korea']"
Moon Sik Park,박문식,박진식,0.6666666666666666,"['Division of Gastroenterology, Department of Internal Medicine, Chonnam National University Medical School, Gwangju 61469, Republic of Korea']"
Moon-Ju Kim,김문주,김문주,1.0,"['Department of Parasitology and Tropical Medicine, Chonnam National University Medical School, Hwasun 58128, Korea']"
Moon-Soo Han,한문수,한문수,1.0,"['Department of Neurosurgery, Chonnam National University Medical School & Research Institute of Medical Sciences, Gwangju, Korea', 'Department of Neurosurgery, Chonnam National University Medical School & Research Institute of Medical Sciences, Gwangju, Korea', 'Department of Neurosurgery, Chonnam National University Hospital and Medical School, Gwangju, Republic of Korea', 'Department of Neurosurgery, Chonnam National University Medical School & Research Institute of Medical Sciences, Gwangju, Korea']"
Mun-Ho Choi,최문호,최준호,0.6666666666666666,"['College of AI Convergence, Chonnam National University, Gwangju, South Korea']"
Munki Kim,김문기,김문기,1.0,"['Cardiovascular Research Center, Chonnam National University Hospital, Gwangju, Korea']"
Myeong Gyun Choi,최명균,최명균,1.0,"['Department of Obstetrics and Gynecology, Chonnam National University Medical School, Gwangju 61469, South Korea']"
Myeong Ju Moon,문명주,문염주,0.6666666666666666,"['Department of Radiology, Chonnam National University Hwasun Hospital, Hwasun, 58128, South Korea']"
Myeong-Kyu Kim,김명규,김명규,1.0,"['Department of Neurology, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju 61469, Republic of Korea', 'Department of Neurology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Neurology, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Neurology, Chonnam National University Medical School, Chonnam National University Hospital, Gwangju, Korea', 'Department of Neurology, Chonnam National University Medical School and Hospital, 42 Jebong-ro, Dong-gu, Gwangju 61469, Korea', 'Department of Neurology, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Neurology, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Neurology, Chonnam National University Hospital, Gwangju, Republic of Korea']"
Myong-Suk Park,박명숙,박경숙,0.6666666666666666,"['Division of Hemato-Oncology, Department of Internal Medicine, Chonnam National University Medical School and Hwasun Hospital, Hwasun, Republic of Korea']"
Myoung Jin Lee,이미영진,,0.0,"['Department of ICT Convergence System Engineering, Chonnam National University, 61186 Gwangju, Republic of Korea']"
